,Run,Event,pt1,eta1,phi1,Q1,pt2,eta2,phi2,Q2,class
2919,173692,591749309,43.6901,-1.5665,2.0513,1,42.8087,-1.1782,-1.1576,-1,Zmumu
2920,166895,335668358,42.3325,-0.9547,-0.2577,-1,31.5031,0.7269,-2.1449,1,Zmumu
2921,166438,84994569,31.0907,-1.2833,-1.4138,1,52.444,-1.044,2.2094,-1,Zmumu
2922,165570,199015503,41.9234,0.3316,0.1811,1,46.3655,1.0657,2.6541,-1,Zee
2923,173692,592932506,46.3575,-0.9107,3.0522,1,42.3373,-0.7797,-0.0497,-1,Zmumu
2924,163796,144758911,48.714,1.9254,-0.9929,-1,38.6785,1.3438,2.2974,1,Zmumu
2925,166701,689131122,50.9836,-2.0874,-0.7284,-1,35.3418,-1.5072,2.3453,1,Zmumu
2926,173692,1238068832,30.3536,1.5739,0.3453,-1,25.3389,-0.4556,-2.3691,1,Zmumu
2927,167913,54626993,73.2429,-0.1031,-1.4436,1,25.2852,-0.2471,1.4694,-1,Zee
2928,167098,322654660,40.1893,0.8803,-2.7385,-1,40.0114,2.1898,0.3109,1,Zee
2929,163589,49159727,36.4154,-1.1573,3.0453,-1,25.5001,0.6707,-0.9181,1,Zmumu
2930,166895,68567440,45.0408,1.5855,-3.1043,-1,37.5681,0.6531,0.0297,1,Zmumu
2931,167830,354213149,35.7765,0.3376,-2.4869,-1,49.8337,-0.3915,1.1989,1,Zee
2932,163297,107872385,34.8294,1.5803,0.9523,1,75.3904,2.2052,-2.2461,1,Zee
2933,163817,688570518,74.4032,0.7761,-1.2833,1,31.758,0.3044,1.8473,-1,Zee
2934,166438,142714703,32.1257,0.9177,0.088,1,27.4787,-0.8704,2.5948,-1,Zmumu
2935,173692,1242572160,52.0854,1.3647,1.3827,1,40.6376,1.5675,-1.7244,-1,Zmumu
2936,172952,988718942,30.4849,1.7681,-1.6641,1,38.2623,0.5231,2.1393,-1,Zmumu
2937,166049,378510355,61.4142,-1.5109,3.0528,1,31.993,-0.9941,-0.3398,-1,Zee
2938,173198,85416423,31.4898,-0.5657,3.0939,-1,46.7764,0.7102,0.1153,1,Zee
2939,167807,1171458074,55.4419,-1.185,-1.6726,1,39.4679,-0.2248,1.3814,1,Zmumu
2940,166890,250405392,29.1336,0.5792,-1.9966,1,27.6403,1.6428,1.0954,-1,Zee
2941,166841,854245216,39.3583,0.5501,-2.1055,-1,36.3959,-0.5969,1.0264,1,Zee
2942,167807,1059222171,44.9119,-0.8901,-0.2308,-1,42.3958,-0.3995,2.5173,1,Zmumu
2943,173381,246891348,70.9588,0.6751,3.0177,-1,31.6351,0.7207,0.5368,1,Zmumu
2944,166923,111079695,35.2611,-0.5675,0.3614,-1,63.9329,-1.1572,-2.9118,1,Zee
2945,173692,608985662,31.6101,-1.691,-2.641,1,34.4805,0.1582,0.6374,-1,Zmumu
2946,171446,199733299,28.2568,1.6415,-2.8143,-1,43.3375,2.4918,0.394,1,Zee
2947,166438,49728627,67.4007,0.84,2.2487,-1,18.1562,-0.7262,-0.5643,1,Zmumu
2948,166784,80300331,41.748,-1.9346,1.6184,-1,43.3371,-1.1405,-1.6584,1,Zmumu
2949,172952,354697441,25.1459,-1.3645,-2.3519,1,40.3119,-2.0766,0.5133,1,Zee
2950,167830,300697372,42.9129,0.3078,0.4986,1,45.0086,-0.2688,-2.6262,-1,Zee
2951,166438,311152869,31.9393,0.681,0.2865,1,25.5537,-1.3887,-2.7527,-1,Zee
2952,167102,323847396,32.3951,-1.0412,3.0371,1,30.8638,0.69,0.2091,-1,Zmumu
2953,172952,571994277,24.1296,-1.1637,1.6514,1,25.5747,1.3321,-1.6067,-1,Zmumu
2954,167807,1185494403,40.9879,1.1844,0.9614,1,39.7906,0.2129,-2.205,-1,Zmumu
2955,170759,413323106,25.1303,1.6076,-2.0855,1,43.6533,-0.7885,0.6842,1,Zee
2956,173381,169986892,16.3722,-1.7583,-0.3504,-1,23.1483,1.0462,2.5461,1,Zmumu
2957,173406,232948891,31.9978,-2.3893,1.8652,-1,58.8568,-2.2025,-1.1961,1,Zee
2958,166438,23148875,47.1391,0.3305,-0.1899,1,42.6411,0.1855,2.8979,-1,Zmumu
2959,167102,374502661,25.1947,1.582,2.8629,-1,41.4766,0.2479,-0.2537,1,Zmumu
2960,172630,195883567,47.1086,0.3553,-2.5698,-1,44.5389,0.2676,0.6273,1,Zee
2961,173406,203660878,29.8851,-1.1306,-0.074,1,28.2163,0.638,2.9087,-1,Zee
2962,167102,295962098,62.201,1.166,-1.3668,1,40.581,1.0951,2.6308,-1,Zmumu
2963,166895,78557355,40.7521,1.2359,0.7667,-1,48.815,1.0722,-1.9246,1,Zmumu
2964,166033,513073099,46.3778,0.6096,2.9183,-1,43.2165,0.8707,0.086,1,Zmumu
2965,167830,354576591,46.419,0.3135,-1.155,-1,42.7178,-0.0168,1.9771,1,Zee
2966,165570,27297363,34.5669,1.2263,1.514,1,45.8113,0.4922,-1.8461,-1,Zee
2967,173381,215003609,42.5974,0.9817,1.2782,1,44.1264,0.003,-1.7567,-1,Zmumu
2968,167740,105206881,35.0794,0.9749,-2.6582,-1,39.7674,0.7346,0.3461,-1,Zee
2969,171876,570977529,27.4713,1.2911,-0.5766,-1,30.1975,-0.7893,1.9741,-1,Zee
2970,163817,674404069,27.3687,-0.8279,2.0092,-1,41.7156,1.4171,-0.5191,-1,Zee
2971,165617,78348203,26.0628,-1.2041,2.0363,1,42.9983,0.5559,-0.5038,-1,Zmumu
2972,166438,629239690,33.4585,0.8733,-2.3062,1,31.4205,-0.8345,0.9314,-1,Zmumu
2973,166438,301680069,43.1472,-0.5946,0.7383,1,43.9715,-1.2655,-2.4644,-1,Zee
2974,171484,279582920,35.8429,-0.8244,1.0423,-1,62.7402,-0.9566,-1.2623,1,Zee
2975,173692,302027956,41.5977,-1.3845,-2.5415,-1,49.9694,-0.8836,0.2099,1,Zmumu
2976,163286,110493202,35.6338,1.9729,1.9766,-1,35.1704,1.3174,-1.3054,1,Zee
2977,165548,649506397,14.9987,-1.4148,-3.1349,1,89.1066,-0.0845,0.2511,-1,Zmumu
2978,165570,221099828,51.0932,1.0929,-0.691,1,40.5365,0.8105,2.5325,-1,Zee
2979,171876,598760172,37.8774,1.2928,2.7198,-1,47.8483,1.769,-0.8726,1,Zee
2980,165548,770192617,9.6349,-1.6109,1.1147,-1,23.4635,1.3775,-2.1291,1,Zmumu
2981,166784,43888660,14.0798,-1.0988,2.0622,1,18.8058,1.5018,-1.2817,-1,Zmumu
2982,173381,202184024,50.3316,-1.8305,1.6323,-1,45.4659,-1.3736,-1.1385,1,Zmumu
2983,166782,402742508,26.6156,-0.9115,3.0595,1,35.0942,1.3514,-0.3672,-1,Zee
2984,173692,314679056,33.1808,-0.7596,-0.4546,1,54.7525,0.4377,2.1956,-1,Zmumu
2985,166438,681596917,40.3515,1.0453,-0.0286,1,39.0106,0.1498,-2.9104,-1,Zee
2986,171876,603980938,36.5677,0.6283,-1.7313,1,27.4359,2.1915,0.7669,1,Zee
2987,165548,250382245,44.3467,-1.1324,-0.3562,1,42.428,-0.6722,2.8102,-1,Zmumu
2988,173692,613644855,36.5807,-0.7536,0.1589,-1,32.0522,0.8981,-2.6944,1,Zmumu
2989,166895,432782755,34.4514,0.5652,-0.6164,-1,36.2335,-0.8537,2.5336,1,Zmumu
2990,163589,43762901,42.1379,1.4765,-1.213,-1,41.99,0.6759,1.9259,1,Zmumu
2991,173692,753712504,46.9059,-1.5214,2.3533,1,21.6715,0.7898,1.9675,-1,Zmumu
2992,173198,1057194669,46.8652,-1.0459,2.7654,1,42.8503,-0.6053,-0.2029,-1,Zee
2993,166895,70546969,71.3756,-0.4252,2.6396,1,41.4369,-0.1666,-1.7503,-1,Zmumu
2994,167913,185607710,47.3173,0.4668,-1.1234,1,43.7912,0.6297,2.0335,-1,Zee
2995,167913,56586544,26.1677,-0.09,2.3549,1,26.1321,-2.4921,-0.7729,-1,Zee
2996,163233,10502970,49.836,1.8109,-2.8229,-1,39.69,1.5654,0.2088,1,Zmumu
2997,165570,287289824,32.6737,0.0812,0.5981,1,44.2985,-1.4414,-2.4519,-1,Zee
2998,163589,14744029,65.488,-0.1724,-1.4709,-1,17.1947,-0.543,1.726,-1,Zmumu
2999,173692,539161907,39.3095,0.6018,-2.9331,-1,32.9421,0.4375,0.2009,1,Zmumu
3000,167807,1128293481,45.8461,1.2239,1.9776,1,41.7197,0.712,-1.0552,-1,Zmumu
3001,167807,1060089818,44.0318,-1.2134,-0.9412,-1,47.1256,-1.4248,2.1156,1,Zmumu
3002,167098,277470252,43.5015,-0.6331,-0.3582,-1,47.8562,-0.4136,2.8946,1,Zee
3003,166782,424865500,54.9393,-1.1107,1.5887,-1,26.1864,-1.476,-1.6395,1,Zee
3004,165548,774273423,26.0201,-2.3773,-0.9011,-1,9.1178,1.0905,2.0892,1,Zmumu
3005,172014,200642901,39.7191,0.67,-0.2755,1,42.6876,-0.3015,2.9644,-1,Zee
3006,173692,591773864,23.385,1.1035,0.484,1,69.1457,-0.4297,-0.9638,-1,Zmumu
3007,167282,138737120,29.0587,-2.007,-2.95,1,40.2237,-0.4449,0.3025,-1,Zee
3008,163796,116016934,35.0634,-1.2901,1.6955,1,35.1877,0.271,-1.3839,-1,Zmumu
3009,173381,257342137,38.9503,0.4704,2.4555,-1,33.1548,0.1342,-0.4056,-1,Zmumu
3010,167807,1112255000,45.1217,-1.2073,2.6079,-1,42.1466,-0.9169,-0.7589,1,Zmumu
3011,173692,606229255,37.4361,1.8129,-2.2565,1,38.2661,0.6299,0.9906,-1,Zmumu
3012,173692,344609047,39.5585,0.0095,-3.1411,1,43.4124,-0.788,0.1903,-1,Zmumu
3013,172411,450513288,16.375,-1.1624,1.2581,1,64.642,0.4681,-1.4053,-1,Zmumu
3014,167102,322425109,47.6984,-1.7841,1.4502,-1,57.8018,-1.5378,-1.5761,1,Zmumu
3015,166033,450742674,26.1035,1.3655,0.4778,-1,27.6214,-0.8575,-2.7307,1,Zmumu
3016,173430,223283800,40.1577,-1.6374,2.4483,1,39.3562,-0.3922,-1.1538,-1,Zmumu
3017,163237,12441007,32.5157,-2.0688,0.9525,-1,34.7519,-0.9563,-0.8827,-1,Zee
3018,165570,26326279,46.4557,-0.5793,1.1638,-1,41.1722,-0.1303,-1.9364,1,Zee
3019,166438,292087612,57.0204,2.0935,1.8922,1,27.8342,0.8121,-0.5648,-1,Zmumu
3020,167913,184026715,38.8212,-1.2674,2.7454,-1,39.7747,-0.3308,1.197,-1,Zee
3021,171446,203980612,37.6711,-0.253,1.0093,1,29.7775,0.0867,-2.3289,1,Zee
3022,166895,116901785,39.6352,-0.0146,-0.2854,-1,46.0748,-0.6975,2.5158,1,Zmumu
3023,166888,258420630,41.5163,0.1888,-1.0379,-1,43.4048,-0.6298,2.0613,1,Zee
3024,171876,602644389,34.2034,1.8023,-2.1424,-1,41.1851,1.8316,1.2793,1,Zee
3025,166438,310535070,45.3449,0.9524,-1.9252,-1,35.4753,-0.2003,1.2667,1,Zee
3026,167807,1176015311,26.7761,-1.4333,3.013,1,25.2986,0.8713,0.1773,-1,Zmumu
3027,172163,181826020,44.583,-0.3506,-0.6253,1,40.7756,-1.1981,2.9036,-1,Zee
3028,163261,67099516,61.8244,-2.263,-0.6626,-1,27.0626,-0.9787,2.7307,-1,Zee
3029,160957,30284290,61.4726,-1.8789,2.682,-1,55.8637,-1.0958,-2.1364,1,Zmumu
3030,166888,261284577,36.8119,-0.6134,0.0757,-1,45.4672,-2.1186,-2.4028,-1,Zee
3031,167102,283098742,32.9231,-0.1702,0.6126,1,27.4496,1.8326,-2.4858,-1,Zee
3032,167807,1097466059,50.239,1.9711,1.0139,-1,44.6661,1.9949,-2.2876,1,Zmumu
3033,172163,192356753,31.3686,-1.6734,2.867,1,29.9373,-0.8477,-0.4221,-1,Zee
3034,167807,1052817202,26.3481,-2.0879,1.613,-1,49.1863,-1.742,-1.7309,1,Zmumu
3035,166895,89154992,46.2359,-1.0526,0.7943,1,39.6771,-0.6443,-2.0607,-1,Zmumu
3036,167807,1182777262,57.7687,-0.3328,-2.9712,1,27.4946,0.7698,0.4883,-1,Zmumu
3037,166784,25104230,41.2656,-1.034,2.6088,-1,40.2712,-2.1613,-0.4616,1,Zmumu
3038,166895,66444737,34.2692,-1.8459,0.0392,-1,32.009,-0.1295,-3.0909,1,Zmumu
3039,166784,46216486,60.0389,-1.4956,-2.8485,1,20.0198,-0.081,-0.9955,-1,Zmumu
3040,173381,341286241,35.3013,-0.941,-2.4042,-1,30.0966,0.3194,0.7638,1,Zmumu
3041,166923,169014967,65.8517,-0.8176,1.3178,-1,29.8934,-0.2098,-2.3894,1,Zee
3042,173692,336931334,24.3343,1.2837,-1.9042,1,52.451,-0.252,1.3127,-1,Zmumu
3043,166033,452331804,57.6803,-0.9681,2.4281,-1,32.7688,-0.1606,-0.344,1,Zmumu
3044,166438,217750654,39.7746,1.9616,1.0763,1,47.7931,0.9937,-1.877,-1,Zee
3045,173381,206011742,8.4775,1.2379,1.9376,-1,61.1546,-0.8947,-1.7297,1,Zmumu
3046,173663,118974236,26.0131,-0.2628,-1.8319,1,187.016,-1.1713,-2.4449,1,Zee
3047,166033,521414214,34.5067,-0.8879,-0.7209,-1,33.5428,0.5187,2.3603,1,Zmumu
3048,165548,580891652,42.9401,-1.8029,2.6566,-1,42.1068,-1.9716,-0.6161,1,Zmumu
3049,166784,81949337,26.9636,-2.0385,-1.1139,1,47.8872,-0.8344,2.1578,-1,Zmumu
3050,166438,296227903,29.1006,0.0055,2.4618,-1,48.5114,-1.6439,0.221,-1,Zee
3051,167282,138792940,28.3568,0.24,0.2202,-1,55.9726,0.8767,-1.4168,-1,Zee
3052,171446,201968724,49.1236,0.4424,1.8068,1,44.421,0.3013,-1.3472,-1,Zee
3053,166895,430464857,35.5367,-2.1097,-0.2109,-1,61.2867,-0.8678,-1.8302,1,Zmumu
3054,163286,112491341,42.5847,-0.3434,2.739,-1,36.0532,1.0346,-0.4859,-1,Zee
3055,167098,196116418,50.9049,0.5668,-2.9656,1,40.0756,0.0754,-0.1499,-1,Zee
3056,171876,424671114,36.9198,-0.7681,-0.1143,1,37.416,-2.0784,3.0371,-1,Zee
3057,165570,121502772,69.7182,-0.4821,-1.7301,-1,47.0283,-1.1158,0.6148,1,Zee
3058,166895,90338857,48.1402,-1.2659,2.8141,-1,43.4228,-0.3449,0.6195,1,Zmumu
3059,172630,195182089,43.6599,-1.0381,-2.3741,-1,33.0895,0.3184,0.8886,1,Zee
3060,173692,351653196,27.4792,0.9099,-1.6309,-1,44.4347,0.8117,1.7963,1,Zmumu
3061,172163,503067750,34.4111,-0.4635,1.62,-1,73.9907,-0.9976,-0.5733,1,Zee
3062,166438,23785965,45.8541,-0.4689,-2.5442,-1,67.0278,-0.3582,1.8034,1,Zmumu
3063,163237,9195681,30.2996,-1.9664,-2.4067,1,45.2007,-0.7039,1.0527,-1,Zee
3064,167102,312112563,28.5926,-0.7783,-0.4554,-1,73.1954,0.1605,2.8565,1,Zmumu
3065,172163,577961606,52.2016,0.4061,-1.7248,-1,40.0345,0.36,1.3393,1,Zee
3066,167102,367059130,59.1184,1.4922,-1.95,-1,19.9004,-0.631,-2.8199,1,Zmumu
3067,173389,506678703,38.8829,-0.5306,-0.3189,-1,37.2636,-0.3724,2.9366,1,Zee
3068,166895,72986906,29.0122,0.9705,0.7617,-1,54.9368,-0.7169,2.5869,1,Zmumu
3069,173198,1046464163,46.4499,-2.1563,0.0011,-1,50.5279,-1.7748,3.1089,1,Zee
3070,163385,43013610,27.2829,-1.0852,-0.6696,1,50.4076,0.4601,2.4995,1,Zee
3071,166784,21043098,42.3879,-1.2266,-0.8979,1,13.001,0.4068,2.1283,-1,Zmumu
3072,173692,544971750,62.2836,0.6346,-1.1029,1,33.31,-0.0163,1.7063,-1,Zmumu
3073,165617,162064020,38.5186,1.2201,1.4174,1,50.4224,0.486,-1.4382,-1,Zmumu
3074,166438,445954875,66.1481,-1.4562,-1.737,-1,29.8189,-0.4611,2.4082,1,Zmumu
3075,173692,600020388,42.7762,1.6551,2.6224,1,49.2828,1.4471,-0.4825,-1,Zmumu
3076,166895,148919232,57.5326,-1.3765,-2.917,1,37.5404,-1.279,0.4306,-1,Zmumu
3077,167098,56094051,50.8119,1.4441,0.8006,-1,49.3064,2.1893,-2.6799,1,Zee
3078,163332,312957266,101.852,-0.3628,-3.11,1,33.1413,-0.2683,0.0388,1,Zee
3079,167830,71045275,34.6965,-1.8988,1.5367,1,53.1791,-0.5142,-1.9,1,Zee
3080,172802,284654049,34.6515,1.392,-2.7286,1,43.3878,2.3572,-0.2148,1,Zee
3081,173381,209224866,35.2185,-0.7216,-0.5536,-1,33.3067,0.8002,2.495,1,Zmumu
3082,166923,83487,54.3346,-1.2415,-0.3761,1,38.6872,-2.4577,2.3005,-1,Zee
3083,173692,570112492,45.7099,-1.0884,2.5823,-1,36.3635,-1.7565,-0.6674,1,Zmumu
3084,166784,15082583,25.9163,1.5398,-2.9899,-1,24.6974,-0.3708,0.2051,1,Zmumu
3085,166895,106372952,45.2417,0.9543,-0.2343,1,43.6082,1.1347,2.8887,-1,Zmumu
3086,173430,217051982,37.9726,-2.2816,0.8601,1,30.2523,-0.5341,-2.3912,-1,Zmumu
3087,166895,70028582,35.5639,0.2643,-0.8932,1,57.6761,0.2949,2.4987,-1,Zmumu
3088,172163,503204613,42.2763,-1.8468,-1.798,-1,42.2554,-1.7572,1.343,1,Zee
3089,173692,300955535,30.8134,-1.1008,1.0049,-1,54.6291,-2.104,-2.4777,1,Zmumu
3090,167098,317171571,31.7641,-2.3592,1.4828,-1,38.8933,-1.6125,-2.0592,-1,Zee
3091,167807,1095200541,28.3632,0.6397,-1.6311,-1,37.6344,-0.6104,1.7343,1,Zmumu
3092,163796,115968083,18.6986,-0.9939,-1.2936,-1,20.7536,1.6586,1.6924,1,Zmumu
3093,172630,198141878,41.761,-0.5158,2.0748,-1,47.5966,0.2854,-1.1827,1,Zee
3094,173406,197201806,41.91,0.6134,-2.1477,1,40.8608,-0.7852,1.0103,-1,Zee
3095,165548,639726980,44.8785,-0.4676,-0.5461,1,42.3232,0.0083,2.6454,-1,Zmumu
3096,166967,102016145,35.4755,-0.31,-1.8648,-1,44.7375,1.02,1.5848,1,Zee
3097,173198,80936947,25.5235,-2.4269,2.053,1,40.3507,-1.8592,-1.26,-1,Zee
3098,167102,283349649,60.9875,-0.2642,2.8938,-1,30.8742,1.0779,-0.597,1,Zee
3099,172163,182701666,29.5324,-0.5055,0.3323,-1,42.2088,-1.8166,-2.7759,1,Zee
3100,165617,141827699,22.3427,-2.1714,-0.3295,1,25.7705,0.9638,3.0293,-1,Zmumu
3101,173389,687250886,30.0964,-0.0988,-0.223,1,39.5979,1.4275,-2.8007,-1,Zee
3102,167830,351763528,41.6178,-0.986,-2.8829,-1,77.097,-0.7854,0.7301,1,Zee
3103,165548,763631485,22.8616,-2.0162,1.9872,1,30.4531,0.2179,-1.2702,-1,Zmumu
3104,163796,142753213,25.0892,-1.8077,-1.5453,1,56.6841,-0.6378,1.121,-1,Zmumu
3105,173692,328819085,41.7934,-1.5566,0.0553,1,42.352,-0.6195,3.1065,-1,Zmumu
3106,171446,199471556,40.6195,0.8325,2.2268,-1,36.2922,1.579,-0.9565,1,Zee
3107,171117,16257581,29.3353,1.8327,-1.7735,-1,42.5074,2.0568,0.947,-1,Zee
3108,173381,154010387,27.6229,1.4685,-2.6623,1,30.9171,-0.5343,0.5448,-1,Zmumu
3109,166966,55193168,43.9617,-0.7697,-2.8037,-1,42.119,-1.0214,0.3715,1,Zee
3110,167102,344657174,12.3708,-1.7551,-2.5416,-1,21.7886,1.2808,0.0836,1,Zmumu
3111,172163,180746485,39.7496,1.9466,-1.135,1,41.4675,1.1196,2.0665,-1,Zee
3112,171484,262864914,41.8666,0.0927,-0.7422,1,47.2648,-0.2165,2.4246,-1,Zee
3113,172952,309095389,41.5576,1.0263,0.8135,-1,46.5247,1.3887,-2.3727,1,Zee
3114,172952,571279117,41.7532,1.31,-1.2329,-1,14.3746,-0.1406,1.7305,1,Zmumu
3115,173692,572492457,41.1445,-1.2147,0.7613,1,34.0846,-0.007,-2.2778,-1,Zmumu
3116,173430,210020728,41.4453,1.4183,2.0276,-1,35.9139,0.0692,-0.9457,1,Zmumu
3117,166438,216296401,46.1354,1.6982,-2.7587,1,42.3909,0.5634,1.5122,-1,Zee
3118,166438,629442043,33.2829,1.6897,-0.15,1,37.3796,0.259,3.1142,-1,Zmumu
3119,166033,521656379,29.1233,-2.2644,1.9588,1,35.4826,-0.7282,-1.3525,-1,Zmumu
3120,167830,226759336,33.3489,0.3091,1.3629,-1,32.515,-1.5455,-0.8592,1,Zee
3121,163301,9334932,27.4909,-0.1536,-0.6771,1,26.2816,1.587,-3.1023,-1,Zee
3122,166923,114037687,46.3861,-2.3155,0.2534,1,34.1562,-1.415,-2.73,-1,Zee
3123,173692,1228883372,50.9639,-1.3838,-1.0988,-1,40.9738,-1.0365,1.671,1,Zmumu
3124,166049,188174661,38.0806,-1.1003,-0.5628,-1,49.3231,-0.5407,2.5374,1,Zee
3125,171876,419717167,35.0528,0.1788,0.362,-1,35.305,1.7208,-2.8486,1,Zee
3126,172802,282938047,45.4836,0.6731,1.6872,1,38.2932,1.731,-1.0486,-1,Zee
3127,166438,51717798,29.2577,-0.2407,-2.6242,1,48.0578,-0.191,0.2074,-1,Zmumu
3128,163589,9987146,41.3925,1.3512,1.8932,-1,40.9251,0.5051,-1.2588,1,Zmumu
3129,165617,132835114,40.3197,1.23,-0.8245,1,39.1395,0.1093,2.2888,-1,Zmumu
3130,163237,10117500,32.7543,1.9693,-0.351,-1,33.318,2.0581,2.6824,-1,Zee
3131,173389,506700996,33.1199,-1.5943,0.3169,1,63.258,-1.2622,-2.4417,-1,Zee
3132,166033,511823071,39.9687,1.3047,1.5789,-1,40.5072,0.262,-1.5764,1,Zmumu
3133,172952,166307105,51.6585,1.6043,0.8248,1,29.5025,1.0425,-2.4981,-1,Zee
3134,173692,349588600,41.2513,1.1519,-0.6023,-1,39.9121,0.0858,2.4841,1,Zmumu
3135,167913,52177030,31.1361,-0.6987,2.6316,1,26.6175,-2.194,-0.4706,1,Zee
3136,173406,197312574,47.6723,-1.1269,-0.0435,1,48.376,-1.0013,2.5087,-1,Zee
3137,167830,332609531,30.7474,-0.5029,2.8141,1,38.5839,0.1213,-0.211,1,Zee
3138,173381,247235272,48.0925,0.9959,-0.3237,1,44.1741,0.4774,2.6811,-1,Zmumu
3139,173692,614086723,99.0855,0.0781,-1.8216,1,27.0999,0.5871,2.5003,-1,Zmumu
3140,167830,99793352,25.9366,0.9478,-1.6591,1,47.953,2.1644,1.2959,1,Zee
3141,173692,524337601,43.6063,-0.6847,-0.9098,-1,44.1269,-0.2098,2.3419,1,Zmumu
3142,165548,585895420,38.0724,-0.3777,3.1028,-1,40.4444,0.0069,-0.7066,1,Zmumu
3143,163261,66818209,43.565,0.8404,-2.4798,-1,36.9137,0.7527,0.8424,1,Zee
3144,165548,651638535,20.9308,-1.1817,-1.2472,-1,29.2847,0.3489,2.0496,1,Zmumu
3145,167830,340002183,32.9734,0.8514,3.0246,-1,36.873,-0.4267,-0.8303,1,Zee
3146,173692,596857512,53.9377,1.9909,-2.2963,1,37.3416,1.6665,1.0191,-1,Zmumu
3147,171876,601817236,51.9872,-0.9668,-0.7942,1,33.4516,-0.1475,2.0679,-1,Zee
3148,167102,322795454,8.8156,-2.3857,1.2979,-1,19.3839,1.0045,-1.2852,1,Zmumu
3149,163286,109060857,37.5667,2.2892,2.0526,-1,45.4315,1.4706,-1.163,1,Zee
3150,167098,250808837,41.1726,0.3488,0.8285,1,52.8497,0.8134,-1.7527,-1,Zee
3151,165570,226347395,25.2141,-1.0967,1.0721,-1,53.2914,-0.5935,-2.4903,-1,Zee
3152,165617,111741102,22.3235,-1.3255,0.548,1,20.7125,1.4477,-2.5224,-1,Zmumu
3153,163233,3831241,24.6207,-0.915,-1.8139,1,22.554,1.4328,1.4381,-1,Zmumu
3154,163332,306874744,41.075,1.9745,0.3934,-1,40.6306,1.1263,-2.6737,1,Zee
3155,166438,629884685,44.8129,0.5571,-2.6297,-1,45.5268,0.3749,0.4707,1,Zmumu
3156,172014,206446002,45.3391,0.4906,1.4602,-1,44.5219,0.7936,-1.7527,1,Zee
3157,166895,144389780,43.2791,-0.9734,3.0042,1,40.2055,-0.0674,-0.0256,-1,Zmumu
3158,173692,557827056,52.9878,1.4391,3.0254,1,17.9909,1.3649,-0.3175,-1,Zmumu
3159,163261,65847567,26.4139,0.238,2.7863,1,34.8463,-1.8942,-0.4713,-1,Zee
3160,167807,1096719979,32.5036,0.6375,-2.3537,-1,42.233,-0.7726,0.5418,1,Zmumu
3161,167282,143137973,37.5682,0.3251,3.0022,-1,35.5682,1.6406,0.1818,1,Zee
3162,166923,115362589,42.7013,1.3019,2.2717,1,50.5689,1.1515,-0.8681,-1,Zee
3163,163332,331965514,52.2639,0.3598,2.5836,1,56.6093,-0.2053,-0.7912,-1,Zee
3164,170759,412030447,44.0815,1.847,-1.9549,-1,47.7963,2.2886,1.3182,1,Zee
3165,173406,198280491,34.0809,-1.0997,2.19,-1,38.1883,0.254,-0.9541,1,Zee
3166,167102,183732412,26.5748,-0.8138,-0.8448,1,31.9466,1.0714,2.5495,-1,Zee
3167,165548,637337888,53.6103,1.7532,-1.0776,1,25.614,0.6544,1.914,-1,Zmumu
3168,166922,81427155,41.207,-0.0348,-3.0333,1,25.8314,2.1293,1.0054,1,Zee
3169,166033,510562209,52.2745,-0.9618,0.9681,-1,37.3767,-0.7204,-1.8691,1,Zmumu
3170,173389,681664144,32.4472,-1.5713,2.1248,1,38.6206,-1.3904,-1.1087,-1,Zee
3171,173692,612493176,42.8177,-0.0987,0.9211,1,38.307,0.8504,-2.3151,-1,Zmumu
3172,173692,1210855178,74.5223,-2.0379,-0.4616,-1,28.4358,-1.1296,1.367,1,Zmumu
3173,166895,92901192,12.9642,-2.1052,2.0409,1,10.4095,2.0137,-1.0187,-1,Zmumu
3174,165570,218785040,35.0245,-0.1788,0.9075,1,39.007,0.4452,-2.331,-1,Zee
3175,170759,405524692,39.0106,0.2531,-1.8649,-1,37.9222,1.401,1.2133,1,Zee
3176,167098,359581886,28.2475,-1.9373,2.4151,1,44.013,-0.0142,-0.764,1,Zee
3177,160957,44639906,44.5626,1.3751,1.3007,1,44.0686,0.4987,-1.1727,-1,Zmumu
3178,172630,136398982,47.8087,-1.3663,0.6694,1,29.7706,-0.4658,-2.7135,1,Zee
3179,166438,20058387,58.8176,1.658,-1.5405,1,30.1019,1.3084,2.0873,-1,Zmumu
3180,167098,358649850,49.1454,-1.2311,3.0774,1,40.3661,-0.98,-0.0987,-1,Zee
3181,166923,110465041,51.2991,2.0442,1.3347,1,27.9732,0.6037,-1.0322,-1,Zee
3182,167830,246535529,63.2784,-2.4115,1.6576,1,36.607,-2.2751,-1.3092,-1,Zee
3183,173381,258223298,23.7981,-2.3218,-2.1367,1,12.4813,0.1588,1.2863,-1,Zmumu
3184,173381,215036905,10.1066,-1.2572,-2.5695,1,29.2273,1.4691,0.6803,-1,Zmumu
3185,173381,218092489,62.6719,-1.2345,-1.9013,-1,38.7286,-0.2498,2.5444,1,Zmumu
3186,167913,256678087,33.7693,1.0531,1.7997,-1,39.4492,0.8159,-1.2941,1,Zee
3187,167102,309685388,28.9023,-2.3285,-1.1119,-1,33.0766,-0.7962,2.2112,1,Zmumu
3188,173692,377992020,47.5436,1.5503,-1.1389,1,39.3443,0.8072,1.6518,-1,Zmumu
